rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rwin
-449,-450,-991,725,1180,1188,2999,4084,1874,11603,-545,-151,-1014,1999,2013,676,3398,7386,8453,12722,1
-950,-955,125,-611,2262,3487,5324,7950,15402,16124,-661,-1227,-64,-2352,1553,3921,5602,8626,17833,18468,1
85,182,704,1434,2192,2481,2481,5624,5023,7255,-262,-520,48,1503,2079,1875,1211,4119,2459,4651,1
-545,-1929,-3544,-4902,-8533,-11680,-13128,-12593,-17025,-25636,-478,-1635,-3215,-5133,-7969,-12261,-12262,-11616,-16451,-22638,0
754,148,724,1211,3121,1909,8020,16217,22271,25018,483,1,816,1985,5140,3046,13716,23281,28917,31823,1
-1056,-2036,-2657,-1093,128,1263,3012,6419,5774,13138,-501,-2206,-3032,-88,756,1112,-208,7507,8478,17466,1
-848,-1283,551,1320,-4201,-7122,-10437,-15887,-22052,-14218,-429,-979,-1153,-1826,-9103,-11342,-11468,-21035,-27653,-8332,1
476,279,-395,-557,-809,-4960,-6005,-14621,-13139,-17890,696,1680,1374,-231,-546,-4060,-7583,-15053,-11655,-13505,0
828,2370,3517,4281,6441,8195,7871,8546,13218,15381,713,1958,2969,4436,5980,7836,8082,9493,13633,15509,1
-1403,582,481,537,2679,4669,3873,6400,4958,17360,-398,438,1494,450,2482,5760,6641,11473,9016,6501,1
-370,-1072,-833,-1428,-193,-4453,-9924,-14255,-14081,-24063,-872,-2043,-1727,-4251,-4907,-10216,-18243,-17322,-8297,-7937,0
-501,355,1379,4119,4023,4173,11243,12299,20042,28379,-341,374,1199,4170,2425,1225,9841,8603,9589,13002,1
-158,-492,-1034,-2693,-3550,-563,497,3365,6395,13314,1065,804,2026,21,-872,4606,479,8497,15107,22383,1
139,-948,-1532,-2484,-7359,-9976,-15108,-16979,-17400,-28504,-597,-1844,-1958,-3425,-7467,-8349,-12817,-13123,-6629,-3684,0
146,427,1169,2742,5696,1649,-4381,-9460,-16837,-23106,382,750,29,3874,5774,-4818,-18941,-25600,-26672,-26688,0
-561,387,999,760,1892,4016,4389,8453,11283,13714,-491,918,645,576,2120,4946,5196,8844,12105,16328,1
-666,-1259,-482,-1257,-2500,-345,3326,7557,15881,24857,425,71,878,-164,-1883,206,6193,8616,15631,19758,1
-218,32,835,1627,1730,2597,2733,1476,2462,4873,72,-133,476,1220,-278,-508,-1278,-2321,-2226,-1205,1
-714,-99,-752,514,-576,383,2957,-129,10651,9005,-302,41,-1130,976,639,1973,5110,566,11515,3317,1
-467,-473,-1006,-703,-2152,-1286,-1606,9391,10065,16125,-80,-421,-1317,-809,-2872,2267,1740,12141,10938,11885,1
322,363,599,-1236,-5249,-4260,-7037,-2398,1821,2257,319,13,1082,-3324,-5317,-1913,-5690,1842,1589,-1574,1
30,662,1809,3147,2814,4171,2670,2823,3622,12254,-201,661,1243,1085,837,5790,5693,4995,9414,12058,1
-347,61,-719,-1082,-1331,2037,4177,14921,15471,20800,245,512,-977,152,1266,6098,11506,20295,21623,25411,1
-823,-453,291,-2676,-4991,-8138,-5172,-4344,-215,8802,-763,-852,462,-3915,-6505,-7376,-1223,-7586,-2575,1055,1
1852,4202,4897,5346,5460,5934,5433,6753,11152,11758,1412,2394,2872,2526,3749,1859,2695,2673,5992,4590,1
-101,-731,-942,306,3201,3171,-1117,-5837,-11102,-22394,-202,-1538,-2434,-4438,-928,-2649,-14711,-22475,-23590,-29340,0
341,893,694,-407,-151,732,2730,4234,6767,15232,628,504,-28,820,-1013,-458,3072,2559,6076,7631,1
-503,-234,-228,-933,-3382,-5215,-4895,-6476,-10487,-12831,-511,-246,-292,-1561,-3395,-2799,-3273,-5038,-5322,-11042,0
-451,-2022,-2479,-2375,-689,3001,5630,7987,11410,20965,-35,-1170,290,3157,6825,9126,12753,18622,15400,19932,1
-542,-48,-376,808,-102,1164,1749,4934,13663,20408,-412,806,155,2228,565,1363,-186,432,5813,13706,1
-108,636,1756,601,1642,1119,1889,4577,9162,12760,1061,1766,5131,1568,4025,7177,6824,8143,10024,13565,1
370,-431,134,-1846,-4793,-4977,-8969,-8362,-9998,-23979,124,-523,256,-1922,-3081,-777,-8848,-9447,-13287,-27572,0
-649,-994,-1846,-3783,-6024,-9297,-9624,-11277,-13137,-15738,-1122,-1571,-2467,-3664,-4863,-8100,-7786,-11692,-14341,-15566,0
-380,-473,-286,-2912,-2293,-4091,-5312,-7216,1790,662,143,-390,-839,-6052,-1847,-1635,-2303,-4358,1559,2269,1
11,370,108,749,-2312,-219,-5506,-4029,-4,3900,-159,346,892,-368,-6655,-2223,-6773,-5807,-3723,3459,1
-428,-1986,-2447,-2537,-3620,-3043,-1608,-3935,-5505,-8057,-404,-2320,-2942,-3135,-3262,127,1440,-3430,-7894,-11594,0
-669,144,581,2634,741,-476,1750,90,3784,12418,-665,-617,-555,526,1108,1833,6417,1891,7691,19505,1
-493,-1474,-1447,-2770,-4047,-5887,-10434,-12579,-18696,-26237,-519,-1586,-1918,-3800,-5805,-11287,-15126,-18931,-24991,-41603,0
-455,-1773,-2032,-3329,-3299,-215,2158,1085,2848,12006,146,-1290,-313,-3134,-2195,3081,8018,3763,6871,13180,1
995,552,252,-288,-1025,-2097,-1983,-1109,-2920,-6129,-363,-433,-948,-976,-2037,-2819,-3931,-2257,-7204,-8501,0
-589,-58,2007,4627,5161,6386,9397,12074,15839,19016,-191,820,3172,3333,2377,3914,6361,11031,16117,17779,1
136,236,1049,3313,3976,2686,-3091,-2990,-1758,-6447,-586,-1440,174,1075,4373,-264,-9023,-9486,-9333,-17008,0
438,-28,-2103,-4139,-6245,-6590,-6711,-8853,-10153,-13465,327,400,-2168,-3785,-5321,-2173,-3287,-6172,-7609,-13737,0
235,860,1502,612,2009,2119,2987,3143,6781,8347,116,789,1263,866,2295,3040,3230,3491,8149,10510,1
-16,245,118,-607,-507,-176,-478,3224,8140,10499,435,348,257,-1245,-612,-338,1161,5630,11623,12840,1
-1112,-2676,-4131,-7028,-8913,-12949,-14503,-22156,-26232,-32146,-982,-2276,-3326,-6268,-8450,-12711,-13635,-19363,-23786,-33153,0
519,2124,2731,3164,542,-902,360,-2307,-5086,-6421,72,2158,2618,2028,345,-824,-890,-7991,-11226,-13724,0
358,-237,82,-3033,-3430,-5882,-2075,-4211,-7210,-17276,435,1003,1263,-768,-1879,-2166,-2235,-4467,-9140,-20804,0
214,237,-1142,-1321,-2423,-2094,-3837,-4572,-5357,-9181,-39,315,-770,-625,-1509,762,-2050,-4105,-4013,-7632,0
-136,-356,331,-996,-839,-2141,-4632,-9598,-14542,-17140,-441,-691,-1794,-1537,-1860,-3321,-7572,-15919,-23811,-26134,0
-76,1493,3682,4928,5933,7533,10743,14220,22511,24812,-6,1160,3266,4801,6218,7585,9658,14461,19615,22366,1
677,1482,2789,4371,9515,12411,14417,19280,25895,31981,750,2035,2479,3310,10870,11699,12557,17427,24047,32087,1
-365,-2839,-3813,-5736,-5429,-5911,-6433,-9931,-11791,-13322,44,-2120,-3195,-3955,-3549,-2912,-6108,-9251,-12772,-16676,0
991,524,398,-2260,-2058,-3547,-1710,-3292,-839,4890,246,-274,252,1031,1931,4158,7196,4377,7107,7927,0
159,-528,-953,-5151,-9196,-8993,-12582,-27278,-24356,-26184,526,531,-464,-6674,-13763,-12127,-16123,-27737,-20212,-16314,0
-133,-113,-635,-331,-2010,-1320,-2044,-6517,-8829,-13653,-177,-857,-1300,-1106,-1161,-1264,-2288,-5574,-7800,-11178,0
8,-94,860,1088,934,-534,-309,315,-1103,-5164,456,-47,548,503,-401,-998,-3506,-7064,-9193,-15749,0
-868,-514,2462,3846,5879,2778,2979,6076,5429,10946,-179,123,3320,4790,3181,-937,-6980,3605,6985,11126,1
-403,-1220,-234,-1245,-4196,-7055,-7958,-7249,-9568,-9551,-504,-824,1046,814,-3342,-10894,-9701,-7365,-7121,-3265,0
314,219,77,-1856,-1221,-1136,-1325,-3434,-1260,-3276,-416,-699,-986,-2434,-2618,-3222,-3531,-3990,-745,-3463,0
-278,-695,-1380,3141,3314,10036,13471,11934,14160,13883,-1147,-2141,-2289,1801,1170,1985,7206,1632,3395,1887,0
-4,523,4225,3797,3134,8364,5509,1006,725,-3263,550,820,1393,-133,-660,6941,1034,5226,6410,992,0
537,-386,207,2665,1431,852,-1576,609,1315,15805,692,195,1994,4016,5451,7748,3262,3906,9086,19209,1
850,1314,1325,3553,4569,6519,7801,9538,8075,14438,41,607,1277,4163,5243,6258,8502,11524,9741,18081,1
-598,-787,-2875,-6374,-9887,-13190,-15297,-20425,-11562,-13073,-378,-1188,-3734,-6440,-7619,-13102,-19827,-25144,-6321,3425,0
431,1541,1756,2760,6528,6686,10613,13779,13039,16436,213,702,1113,2785,5220,3829,9003,11169,9926,15278,1
-16,-715,-343,-286,326,685,187,1081,2941,6065,-46,-559,-250,-311,346,975,478,1845,5245,8217,1
338,-426,542,2312,5723,12375,17071,21463,28472,34561,-425,464,857,2154,6183,13029,19206,21954,29142,30293,1
338,837,-440,-658,-2134,-5136,-5244,-5920,-2861,-15150,13,196,-1825,-1763,-4449,-9399,-9216,-13780,-9312,-19685,0
156,749,1111,1265,1025,450,-1516,-2133,-2584,-8517,-194,-81,77,274,1324,709,-719,-925,-2284,-8185,0
-286,-125,884,1978,3418,8972,9531,5408,2539,4915,-287,-97,1761,88,3787,7131,7444,-843,-4484,-3613,1
-8,-746,-1097,-3081,-3481,-6989,-7368,-9790,-12190,-22074,97,-311,-800,-2941,-3338,-4941,-4028,-6649,-7383,-13812,0
-728,41,252,-1979,-3559,-8714,-10447,-11527,-14017,-9035,-682,-255,1472,-1298,665,-7423,-8086,-7053,-7233,-2296,1
-160,-1213,-765,-1948,-2751,-4005,-5703,-7869,-10492,-13445,-338,-1524,-1266,-2483,-5323,-7805,-9730,-16929,-18337,-21184,0
735,174,1798,2681,6321,4391,6669,9022,12035,15823,-133,-683,1770,2699,8241,2879,8296,11883,20300,13690,1
903,-418,-909,-1533,-2884,-8245,-16500,-19235,-21032,-27786,-441,-1807,-977,-1979,-3745,-10117,-17750,-18545,-17193,-21506,0
-876,-1515,-2070,-3708,-6846,-10284,-13963,-17028,-24118,-28977,-980,-1908,-2519,-4700,-8818,-12442,-15054,-19737,-25777,-30822,0
-19,-122,223,640,-693,-1459,1944,2670,3331,-3741,-173,513,-486,-230,-2472,-384,4423,2145,3295,-7346,0
30,-545,-822,-593,-898,265,2042,8172,10921,11823,104,-410,-140,-125,684,1249,5438,12650,18048,19909,1
-832,-528,-1822,-5049,-5863,-4738,-5482,-7490,-10082,-12224,-1056,-435,-1184,-2223,-5082,-4122,-13130,-19172,-12919,-6068,0
755,1056,3825,3632,5461,6476,8280,14001,15089,21271,504,723,3665,2643,2885,3461,3971,6469,5657,9703,1
108,45,323,1444,1135,-850,-3392,-1600,1620,13617,22,92,185,1666,3559,1557,-2090,4239,11505,21293,1
302,-1031,-784,-3844,-3529,1816,10371,8712,4978,6068,-331,-591,-336,-3776,-3302,3836,10758,-1414,-3083,-1832,1
257,508,2128,3513,5170,7829,9088,10134,7841,13803,203,522,1380,1864,2184,3592,3849,4364,4454,11131,1
1093,2468,3565,4763,5948,7393,11235,13443,15185,22054,268,1562,3033,3488,6241,8042,12176,16135,19584,27455,1
-170,-585,103,1931,1771,4587,4674,8172,9711,14127,385,155,1182,2261,2516,5808,5872,9832,10679,17793,1
-445,-978,-2509,-2896,-2104,-3645,-3964,-8218,-16046,-22140,-779,-1430,-3155,-3632,-2996,-3946,-2794,-11214,-17303,-17769,0
-299,-1976,-3527,-4803,-7437,-11605,-13665,-16659,-21187,-21179,-396,-1348,-2730,-2718,-6210,-8295,-9671,-16757,-23261,-12424,0
31,489,264,1154,1794,2011,2717,1419,3797,11332,-307,197,-745,686,1401,1500,1480,-1505,1933,10095,1
131,-381,1195,2778,4360,6779,7932,10174,9380,17040,642,408,2474,3420,6717,9465,9754,13834,12043,17136,1
-52,-664,-220,1595,3300,4430,9133,15098,20267,29528,239,-311,508,2174,4107,5755,12019,18162,21397,30989,1
996,469,760,2521,2710,4450,8088,10163,14861,18908,956,460,672,3637,1908,4889,5419,7031,11941,13364,1
459,1161,3288,2386,3205,4581,7065,13892,13875,18738,224,1093,3449,3239,2854,2606,4926,11265,9394,15088,1
-560,-40,1342,2489,2377,522,-1014,-6229,-11135,-15962,-515,314,520,2330,2185,624,-1062,-6045,-11525,-13553,0
-332,-434,-506,-2256,-3992,-7914,-10039,-15719,-18367,-24951,-655,-476,-1289,-184,-2402,-3005,-4709,-8999,-9259,-19151,0
364,1247,1068,1149,3028,5903,6506,10520,13505,17336,-84,344,1657,1898,4363,8348,6616,12941,14872,24033,1
-421,-1000,-1521,-1696,-2684,-5667,-5279,-6284,-8651,-10320,-110,-646,-1322,-1615,-2285,-3980,-3655,-4630,-6438,-6736,0
-182,-73,878,1519,5460,7041,7502,10256,14915,17151,133,210,665,50,3112,2851,3749,8537,9935,9249,1
387,2153,5214,4608,7226,4817,7152,3195,3381,259,-527,1265,1460,-2397,-800,-4837,-8679,-12343,-4252,-1839,0
-554,-181,-833,-2559,-3422,-4471,-7359,-10227,-13297,-22586,-410,-986,-1611,-3926,-5943,-6429,-8027,-10531,-13957,-18555,0
-172,-1389,975,3158,5754,4275,4379,-2098,-6204,-5596,-504,-2065,86,4355,9213,5203,8912,7132,-1418,-298,1
-646,-758,-1294,-2490,-3280,-3792,-6035,-9399,-13241,-18234,-45,-578,-1428,-2641,-3739,-4826,-5530,-10735,-15933,-19880,0
555,1038,1167,73,-810,-1783,-1640,-3826,-6415,-7151,461,897,1277,-1044,-823,-3048,-6797,-11940,-15867,-23250,0
226,-543,-931,180,1101,2780,6284,12608,19449,23604,321,-221,-535,733,498,-566,11371,17468,26529,30353,1
-643,-1911,-1744,-1088,-1704,716,10,-515,-48,-3572,-1027,-2038,-1000,-926,-3018,2466,3913,-2367,-2185,-7245,0
222,-459,-2678,-336,-1650,1078,2515,7150,11347,22644,-345,-200,-524,1285,426,2884,3143,9563,13512,15116,1
734,1777,2281,2731,3946,3631,6965,7043,9826,13469,294,1359,2023,2561,2893,2567,3823,3809,5977,7798,1
125,-264,-125,-115,1584,-1252,-4647,-9288,-11170,-18742,48,-411,-614,-1613,-211,-5402,-8876,-17066,-16675,-23296,0
593,-87,1714,879,6214,5924,8250,8660,11451,24299,21,-753,724,546,4633,5677,8775,11251,10976,13283,1
790,1323,1941,2188,2232,3805,4953,5845,6791,10567,16,-210,28,572,503,2730,5575,6973,8558,14175,1
-41,-313,533,271,-1176,-1518,-2925,-4880,-7593,-9245,-18,373,991,1047,-352,1476,1350,753,-3859,-5092,0
-29,-352,-343,-1867,-1619,-1343,-2778,-4766,-11655,-15147,-253,-113,102,46,-59,837,-1916,-6247,-13466,-18550,0
-5,702,801,486,520,-974,-168,-6094,-9536,-12112,58,579,674,396,-570,-2940,-1861,-10059,-12410,-19538,0
-907,-1879,-4635,-2408,-3891,-6753,-9537,-15116,-4552,3391,49,-1761,-2519,-1906,-5172,-8088,-13099,-17680,-4014,-4107,1
373,962,1177,-42,65,237,4475,4358,4216,6645,179,265,522,-1423,-850,-1052,1439,1000,3151,8463,1
86,2203,4397,2966,6776,11770,6826,3750,1630,-1506,-851,286,2848,1546,4657,10234,1471,2445,-10327,-14082,0
-98,-721,-1410,-263,-1462,1432,3684,9986,13979,20646,-267,-694,-969,894,1262,4195,9675,19752,20806,22695,1
-875,-748,-2276,-2171,561,-2081,-1362,3718,10535,19707,-739,-628,-2667,-59,6082,4138,4062,17641,24289,27067,1
-99,838,1585,2960,1814,6133,5487,2521,-1401,-6653,-246,14,1640,2800,2321,9455,7767,-573,-6928,-18319,0
234,589,1279,2043,4957,6268,11108,14035,20193,26670,-63,642,1359,1319,2524,3484,8686,11503,13737,18112,1
1059,1506,2629,2543,4669,5444,7056,7974,14972,20250,-134,474,1247,1001,3283,4775,7280,7917,12740,18578,1
-692,-2225,-2313,-4542,-235,-3133,-9100,-16108,-22939,-33943,-51,-2159,-3395,-7608,-4297,-14488,-21705,-24292,-29054,-31577,0
-53,502,2474,3989,5519,10549,11791,11718,11872,11978,-243,1065,1803,1228,7401,13104,6640,5324,8773,7600,1
-451,-122,-178,-213,-2108,-2551,-2222,-4542,-7477,-16257,-419,241,225,658,-477,-1287,-2903,-7555,-12324,-19300,0
533,610,-321,-1251,-1549,-4479,-8538,-5042,-4153,7849,-69,-398,-1887,-2716,-2384,-7119,-12539,-5785,-13208,-1748,1
1331,1716,2267,1810,2990,5173,11337,14606,16617,23410,429,636,2285,2499,3997,5228,12058,17552,20838,33057,1
-404,-922,-1750,-1785,-2955,-3683,-4359,-5660,-7624,-9883,74,-161,-1296,-1472,-2971,-2653,-3642,-3841,-5351,-7555,0
238,-189,-251,-1008,1432,3232,775,2342,-1305,931,-751,-1251,-1192,-789,978,4830,6817,10649,7025,9359,1
633,679,704,997,1673,1221,1178,5331,10358,14552,51,862,849,1779,2927,2604,1469,9738,12502,15993,1
388,939,701,212,4,-138,-1857,-4777,-6294,-7841,725,510,246,106,-56,119,-1628,-7434,-9366,-13296,0
278,-333,-182,596,2032,4758,6393,6363,6949,13285,318,89,558,1653,3242,6822,7848,6302,8195,19553,1
-234,-218,-3973,-4640,-690,-2249,-1329,-3521,7322,8841,-894,-445,-2701,-6338,-198,-3353,-744,-6640,-2036,-719,1
-757,-1755,-2269,498,1994,1247,2521,4106,4589,7503,-884,-2824,-2181,1846,1412,480,5116,8659,14014,18639,1
271,-70,946,667,2049,4399,7203,8896,11624,14306,234,-1219,-489,-152,987,1815,4281,8162,12162,19994,1
-163,-71,-722,-1681,-5395,-2664,-157,1109,-3600,-11232,373,121,-1595,-5706,-13756,-11935,-6171,-2052,-4239,-13346,0
-1530,-2103,-3543,-3207,-4989,-5640,-5177,-1550,2062,17558,-532,-1786,-2224,65,-248,1471,3149,10852,11563,15629,1
-220,-1215,-2216,-5884,-6347,-3872,-6649,-15402,-15596,-19182,20,-859,-1002,-2371,-2898,-202,-6368,-14377,-13063,-22373,0
483,-749,-66,849,5719,3029,3040,289,-2431,-8157,496,-1491,-34,1161,5449,-1178,-3302,-922,-1643,-9020,0
301,1774,2588,3678,4893,6558,8646,8665,12001,17350,-89,1352,2261,2627,3230,5994,8479,8621,14264,18943,1
166,-537,-858,-2019,-3685,-3497,-5089,-8544,-10821,-17243,204,-474,-1083,-981,-4688,-5546,-6172,-9298,-14056,-15115,0
283,540,1060,4933,3009,4184,4991,9629,8556,8631,386,1170,1971,4515,2536,4351,4629,7147,4939,4393,1
658,1415,2892,2578,3166,4830,4001,833,1266,9358,-303,427,658,-2017,551,2824,515,-1963,1833,9832,1
-66,-847,-2066,-2357,-3293,-5177,-7341,-12252,-14193,-15280,-181,-590,-1547,-2287,-3651,-6166,-8185,-13613,-15510,-17966,0
99,779,896,2076,2573,4619,5417,9929,12404,14405,174,1264,1491,2110,2967,2835,1974,3142,4966,4130,1
288,1180,2146,4166,3241,5763,8025,11401,18274,28506,-117,162,1000,3089,2081,4918,7993,12132,16779,24761,1
-914,-2248,-2687,-3473,-4512,-6827,-8976,-13286,-15545,-22108,-746,-1178,-1166,-1985,-2644,-3928,-3985,-8073,-9430,-12917,0
-121,-591,-202,676,6863,5188,3996,2111,-4469,-14036,457,450,1291,4557,10160,3669,-3337,-6708,-11882,-27965,0
2269,2876,5420,4269,2462,2452,3555,-3011,-4156,-17412,1262,2147,4202,-464,-2609,-2409,-419,-8584,-6656,-6761,0
369,230,1960,2804,7109,10053,11594,12806,14537,21564,-50,-308,687,1626,2552,3547,3378,2552,4808,16057,1
-878,-2105,-1457,-2131,-2786,-4662,-8099,-8800,-17067,-25074,210,-460,46,-2063,-3376,-4667,-10485,-10915,-23548,-33803,0
-1603,-735,-2311,-5489,-2655,221,2765,3822,9306,16976,-1082,-575,-1290,-1819,396,1795,6291,5858,16101,15742,1
576,2389,7911,8876,5152,2483,4451,6774,6513,-864,567,1379,6488,8325,5507,-1835,5162,10051,5478,676,0
-241,-793,808,248,-1195,-3020,162,3611,16112,28353,-1051,-1385,1954,2302,1228,-2435,6144,11005,24009,29997,1
-539,-591,-2372,-5972,-6384,-5622,-2807,-5538,-345,761,-737,-1948,-4096,-7989,-10284,-5456,367,-878,9232,7780,1
28,992,1910,2808,4905,6459,8900,11089,10098,15667,202,871,2077,2984,4848,6202,5169,7858,5920,7296,1
-602,-84,-284,-991,-2457,-844,-5198,-11462,-7865,-16041,-286,241,-232,361,-2154,519,-7827,-14102,-4513,-14981,0
234,1565,2096,4908,4250,6118,8877,12072,18377,29106,353,806,1377,3880,4051,5324,6704,10399,14089,21045,1
1001,2786,5688,6366,6472,6919,11018,11378,12152,6990,767,3482,3742,3264,1980,-365,2991,3538,877,119,1
-493,-1243,-699,-436,-205,1786,3168,-958,-2507,-8833,-787,-1597,-861,-221,-3463,946,599,-5065,-296,-3284,0
283,-222,98,679,-2401,-2735,-6741,-4325,1373,7975,304,63,880,2116,1617,2088,-3458,2002,6098,8848,1
-497,-2442,-5254,-4729,-7241,-6539,-7804,-10208,-8510,-16862,-371,-3411,-5315,-4041,-11729,-1906,-6446,-8618,-2042,-7423,0
-451,-1281,-2877,-5548,-10010,-6386,-11114,-8708,-13726,-18280,-702,-2171,-2877,-5457,-6995,-3230,-5178,-3310,-14466,-18965,0
27,-268,120,956,2180,2935,4108,5364,7995,9483,25,220,669,1527,2885,3788,5283,5979,6747,8555,1
115,421,36,298,-104,2713,3827,8405,9062,18012,-158,329,336,678,-629,2668,4348,5261,7094,12191,1
-360,54,-916,-51,-3074,-5684,-9637,-11683,-15093,-14154,131,625,-215,-114,-4039,-6299,-9606,-11829,-13973,-13589,0
204,-1121,-2023,-2538,-3979,-4240,1394,7948,8995,6713,-574,-1633,-1826,-4106,-7831,-8025,369,8556,-1095,-6300,1
695,1434,1537,3051,2999,6930,10691,14154,16809,19597,783,1369,1522,3742,2795,6400,8923,9858,12968,16606,1
401,296,1651,56,5560,6435,6262,7581,9277,15366,-22,538,2332,1680,9432,13292,15364,13488,15662,26349,1
1026,1122,2095,1021,3007,4855,860,800,430,12798,168,-294,544,-91,2892,4226,-1638,-3862,-4033,2123,1
-544,95,3338,5953,4663,11646,11347,8684,18387,27858,-502,635,4093,5568,1206,9720,6174,541,8241,16296,1
70,-192,574,2051,4394,6862,12182,14617,17096,23920,-150,-633,-208,-547,2510,7644,19225,22087,21647,25377,1
-277,-342,-1236,-943,-2223,-2487,-3943,2639,289,-3344,1055,1324,565,492,-2304,-7452,-7571,-2840,-9511,-11922,1
-1040,-976,-930,-1193,-505,-459,700,131,-2427,-4008,136,-325,26,-254,107,-1617,1240,875,590,-2282,0
450,-3,-2005,-2054,-1980,-1960,-466,3201,5295,9422,268,437,-997,-1829,-851,669,2647,9991,6985,16677,1
75,-375,-293,-2082,-3617,-3140,2271,4044,6940,7696,14,-452,511,-665,-882,933,9462,9715,13838,16146,1
157,1263,1556,3111,5525,10033,14063,18388,21159,35969,786,2011,2136,4694,7771,13093,14331,19094,23918,33358,1
-189,-647,-889,-1143,-2390,-4093,-4993,-9707,-12767,-16329,1,-471,-291,-569,-864,-1976,-3909,-7687,-11192,-17312,0
-153,123,601,1527,3010,5861,9192,2124,1954,11595,-143,243,-45,-393,4695,7341,9422,1285,672,1833,1
-37,179,-1279,-2975,-2566,-4369,-7092,-8084,-9423,-21843,-494,-514,-1496,-3961,-1351,-5058,-6224,-9074,-14470,-22983,0
63,690,3363,5114,4152,1163,1294,-1264,-8149,-6773,136,869,3015,6010,2755,-2638,396,-3013,-20571,-17304,1
-301,248,159,1403,3177,4387,7102,7446,10713,13848,-221,277,-79,456,2960,5062,10008,7528,14781,15928,1
-490,564,409,4499,3032,5065,7559,16573,16385,16355,-721,613,3487,7300,7715,5811,8003,8154,-4359,-20660,1
-66,-406,-1563,-2284,-3026,-9624,-13561,-19305,-28225,-35405,-130,-529,-884,-6068,-7328,-19530,-19418,-25832,-33694,-26841,0
320,577,1897,5534,6454,8965,14645,12300,16484,20056,449,885,1739,4877,1766,4015,9109,6267,10447,13197,1
-117,-52,1106,2575,1364,2112,4267,-126,-6498,-13325,-364,-463,-154,-338,-3254,-1055,-1107,-5090,-16424,-27013,0
744,1076,1651,6549,6251,12821,16901,17945,18904,16501,127,1008,1748,5895,1641,7292,5701,-2311,-10916,-14449,0
-1723,-2079,-2765,-4742,-5953,-5146,-6324,-10016,574,5159,-580,680,-237,-3250,-4890,-4076,-7118,-7010,7264,7728,1
-141,-796,-1327,-3498,-4167,-5414,-7400,-11183,-14797,-16222,177,-319,-549,-2432,-1876,-5003,-5692,-7699,-11223,-14472,0
75,-822,74,1346,3623,5818,4917,6987,7129,5212,203,-419,-1270,434,1064,1718,1416,1541,-1141,-5548,1
1102,2330,2845,4860,9036,9214,13879,9780,9914,15441,398,1713,752,2193,8372,11185,17114,10499,10360,9111,1
-594,-1846,-3592,-4231,-7055,-7492,-8813,-11379,-17217,-20347,-757,-1947,-4387,-4973,-6128,-8198,-8868,-12102,-14457,-19187,0
-6,-1395,-2169,-1968,-1959,785,-4456,-7795,-2994,-533,-355,-266,545,180,1531,5085,-4545,-8659,9777,14396,0
-496,-1134,-964,-311,-1227,-1935,-6950,-9670,-4300,-6950,-759,-746,607,-228,-78,-407,-2329,-1029,10149,15292,0
561,1346,1395,3509,3752,1541,4399,8598,9578,18068,601,1456,1759,4135,3805,1647,5716,11809,14678,23412,1
1359,1755,2343,3252,302,347,-1324,2960,12109,18526,499,471,1344,2483,-1769,-729,-2520,6921,22294,26189,1
218,38,312,710,-2124,-4952,-7649,-11789,-12132,-2986,708,9,-2570,-1114,-6635,-10282,-14951,-22107,-14488,1761,1
153,449,817,575,2118,3942,5620,9293,14096,23361,352,459,1094,269,2527,5142,7406,11221,15550,21539,1
-1684,-3351,-5484,-8113,-10473,-13879,-18508,-24229,-28921,-37486,-958,-2325,-4574,-7365,-9407,-13052,-20212,-24581,-23527,-13215,0
1618,1953,3821,2353,2315,4289,1612,-2032,-10906,-20600,156,686,1993,-89,-416,3139,-4802,-9610,-24938,-33233,0
-360,-2157,-4100,-7545,-14423,-16980,-14554,-16578,-12828,-13772,-644,-2151,-3087,-5248,-11721,-13960,-8872,-13130,-4146,-4710,0
